"kegg","sp","trans","qlen","slen","bitscore","length","nident","pident","evalue","ppos","cov","ko"
"cpap:5878376","B1A942","TRINITY_DN9596_c0_g1_i1",1802,498,575,455,316,69.45,0,80.22,0.634538152610442,"ko:K02112"
"cpb:Cphamn1_0031","B3EJK9","TRINITY_DN9596_c0_g1_i1",1802,462,607,449,314,69.93,0,81.74,0.67965367965368,"ko:K02112"
"cpb:Cphamn1_0297","B3EL39","TRINITY_DN9485_c0_g1_i1",1847,526,624,521,306,58.73,0,75.43,0.581749049429658,"ko:K02111"
"cpb:Cphamn1_1707","B3EKT9","TRINITY_DN8020_c0_g1_i1",2247,642,690,589,350,59.42,0,78.1,0.545171339563863,"ko:K04043"
"cpc:Cpar_0045","P42465","TRINITY_DN9596_c0_g1_i1",1802,462,616,449,316,70.38,0,83.07,0.683982683982684,"ko:K02112"
"cpc:Cpar_0645","B3QMB2","TRINITY_DN8020_c0_g1_i1",2247,638,688,591,350,59.22,0,78.68,0.54858934169279,"ko:K04043"
"cpc:Cpar_0688","B3QMF5","TRINITY_DN9231_c0_g1_i1",1572,471,576,473,294,62.16,0,73.57,0.624203821656051,"ko:K01251"
"cpc:Cpar_1893","B3QQT2","TRINITY_DN9573_c0_g1_i1",1574,437,428,446,228,51.12,5e-144,67.94,0.521739130434783,"ko:K01689"
"cpe:CPE1299","Q8XKU4","TRINITY_DN9573_c0_g1_i1",1574,431,429,432,226,52.31,3e-144,69.68,0.524361948955916,"ko:K01689"
"cpe:CPE2033","P26823","TRINITY_DN8020_c0_g1_i1",2247,619,644,599,339,56.59,0,72.29,0.547657512116317,"ko:K04043"
"cpe:CPE2187","Q8XID4","TRINITY_DN9596_c0_g1_i1",1802,465,570,450,302,67.11,0,80.22,0.649462365591398,"ko:K02112"
"cpe:CPE2189","Q8XID2","TRINITY_DN9485_c0_g1_i1",1847,502,620,502,304,60.56,0,77.49,0.605577689243028,"ko:K02111"
"cpf:CPF_1505","Q0TQZ2","TRINITY_DN9573_c0_g1_i1",1574,431,429,432,226,52.31,2e-144,69.91,0.524361948955916,"ko:K01689"
"cpf:CPF_2435","Q0TND4","TRINITY_DN9562_c0_g1_i1",1944,391,425,370,207,55.95,1e-141,78.11,0.529411764705882,"ko:K00789"
"cph:Cpha266_0049","A1BCJ2","TRINITY_DN9596_c0_g1_i1",1802,462,607,449,313,69.71,0,82.41,0.677489177489177,"ko:K02112"
"cph:Cpha266_0223","A1BD13","TRINITY_DN9573_c0_g1_i1",1574,437,420,439,221,50.34,9e-141,68.34,0.505720823798627,"ko:K01689"
"cph:Cpha266_0864","A1BET8","TRINITY_DN8020_c0_g1_i1",2247,640,690,591,350,59.22,0,77.5,0.546875,"ko:K04043"
"cph:Cpha266_0921","A1BEZ2","TRINITY_DN9231_c0_g1_i1",1572,471,555,466,293,62.88,0,74.89,0.62208067940552,"ko:K01251"
"cph:Cpha266_2544","A1BJF5","TRINITY_DN9485_c0_g1_i1",1847,526,627,520,308,59.23,0,75.77,0.585551330798479,"ko:K02111"
"cpj:dnaK","P27542","TRINITY_DN8020_c0_g1_i1",2247,660,711,595,365,61.34,0,78.15,0.553030303030303,"ko:K04043"
"cpj:gapA","Q9Z7T0","TRINITY_DN9495_c0_g1_i1",1260,335,372,335,201,60,3e-125,72.54,0.6,"ko:K00134"
"cpj:gapA","Q9Z7T0","TRINITY_DN9495_c0_g1_i2",1244,335,371,334,200,59.88,9e-125,72.75,0.597014925373134,"ko:K00134"
"cpj:pckA","Q9Z755","TRINITY_DN9611_c0_g2_i1",3300,600,588,604,305,50.5,0,67.22,0.508333333333333,"ko:K01596"
"cpj:pckA","Q9Z755","TRINITY_DN9611_c0_g2_i2",3301,600,588,604,305,50.5,0,67.22,0.508333333333333,"ko:K01596"
"cpn:CPn0503","P27542","TRINITY_DN8020_c0_g1_i1",2247,660,711,595,365,61.34,0,78.15,0.553030303030303,"ko:K04043"
"cpn:CPn0624","Q9Z7T0","TRINITY_DN9495_c0_g1_i1",1260,335,372,335,201,60,3e-125,72.54,0.6,"ko:K00134"
"cpn:CPn0624","Q9Z7T0","TRINITY_DN9495_c0_g1_i2",1244,335,371,334,200,59.88,9e-125,72.75,0.597014925373134,"ko:K00134"
"cpn:CPn0851","Q9Z755","TRINITY_DN9611_c0_g2_i1",3300,600,588,604,305,50.5,0,67.22,0.508333333333333,"ko:K01596"
"cpn:CPn0851","Q9Z755","TRINITY_DN9611_c0_g2_i2",3301,600,588,604,305,50.5,0,67.22,0.508333333333333,"ko:K01596"
"cpr:CPR_2005","Q0SRE3","TRINITY_DN8020_c0_g1_i1",2247,619,646,601,339,56.41,0,72.71,0.547657512116317,"ko:K04043"
"cpr:CPR_2162","Q0SQZ5","TRINITY_DN9596_c0_g1_i1",1802,465,572,450,302,67.11,0,80.44,0.649462365591398,"ko:K02112"
"cpr:CPR_2164","Q0SQZ3","TRINITY_DN9485_c0_g1_i1",1847,502,619,502,303,60.36,0,77.49,0.603585657370518,"ko:K02111"
"cps:CPS_0062","Q48AW0","TRINITY_DN9596_c0_g1_i1",1802,461,575,449,304,67.71,0,79.96,0.65943600867679,"ko:K02112"
"cps:CPS_1256","Q486L6","TRINITY_DN9562_c0_g1_i1",1944,395,384,382,201,52.62,1e-125,70.94,0.508860759493671,"ko:K00789"
"cps:CPS_1313","Q486F9","TRINITY_DN8020_c0_g1_i1",2247,633,709,597,361,60.47,0,76.21,0.570300157977883,"ko:K04043"
"cps:CPS_3821","Q47XI6","TRINITY_DN8020_c0_g1_i1",2247,638,725,607,375,61.78,0,78.75,0.587774294670846,"ko:K04043"
"cps:CPS_4106","Q47WR1","TRINITY_DN9573_c0_g1_i1",1574,432,399,436,227,52.06,9e-133,67.43,0.525462962962963,"ko:K01689"
"cps:CPS_4514","Q47VL0","TRINITY_DN9446_c0_g1_i1",1272,311,323,311,174,55.95,3e-106,71.38,0.559485530546624,"ko:K00024"
"cpt:CpB0523","P27542","TRINITY_DN8020_c0_g1_i1",2247,660,711,595,365,61.34,0,78.15,0.553030303030303,"ko:K04043"
"cpt:CpB0650","Q9Z7T0","TRINITY_DN9495_c0_g1_i1",1260,335,372,335,201,60,3e-125,72.54,0.6,"ko:K00134"
"cpt:CpB0650","Q9Z7T0","TRINITY_DN9495_c0_g1_i2",1244,335,371,334,200,59.88,9e-125,72.75,0.597014925373134,"ko:K00134"
"cpt:CpB0880","Q9Z755","TRINITY_DN9611_c0_g2_i1",3300,600,588,604,305,50.5,0,67.22,0.508333333333333,"ko:K01596"
"cpt:CpB0880","Q9Z755","TRINITY_DN9611_c0_g2_i2",3301,600,588,604,305,50.5,0,67.22,0.508333333333333,"ko:K01596"
"cpw:CPC735_029060","Q8J1H3","TRINITY_DN9495_c0_g1_i2",1244,337,447,332,224,67.47,1e-154,81.33,0.664688427299703,"ko:K00134"
"cpw:CPC735_029060","Q8J1H3","TRINITY_DN9495_c0_g1_i1",1260,337,446,332,223,67.17,3e-154,81.33,0.661721068249258,"ko:K00134"
"cpy:Cphy_3736","A9KK92","TRINITY_DN9596_c0_g1_i1",1802,472,577,450,308,68.44,0,80.22,0.652542372881356,"ko:K02112"
"cpy:Cphy_3738","A9KK94","TRINITY_DN9485_c0_g1_i1",1847,502,581,502,292,58.17,0,74.9,0.581673306772908,"ko:K02111"
"cpy:Cphy_3874","A9KL72","TRINITY_DN9562_c0_g1_i1",1944,396,409,376,202,53.72,2e-135,75.53,0.51010101010101,"ko:K00789"
"cqu:CpipJ_CPIJ006763","Q9NB21","TRINITY_DN8486_c0_g1_i1",661,192,276,185,133,71.89,8e-93,86.49,0.692708333333333,"ko:K02993"
"cqu:CpipJ_CPIJ007098","B0WK43","TRINITY_DN19319_c0_g1_i1",339,85,155,83,74,89.16,2e-48,96.39,0.870588235294118,"ko:K12162"
"cqu:CpipJ_CPIJ008584","B0WN96","TRINITY_DN9087_c0_g1_i1",847,270,327,248,168,67.74,3e-110,81.45,0.622222222222222,"ko:K02984"
"cqu:CpipJ_CPIJ009519","Q9NB51","TRINITY_DN8210_c0_g1_i1",404,56,93.6,55,41,74.55,4e-24,89.09,0.732142857142857,"ko:K02980"
"cqu:CpipJ_CPIJ009519","Q9NB51","TRINITY_DN8210_c0_g1_i2",308,56,93.6,55,41,74.55,1e-24,89.09,0.732142857142857,"ko:K02980"
"cqu:CpipJ_CPIJ010144","B0WS18","TRINITY_DN8759_c0_g1_i1",1274,151,206,151,96,63.58,4e-63,78.81,0.635761589403974,"ko:K13758"
"cqu:CpipJ_CPIJ011320","B0WVC4","TRINITY_DN12145_c0_g1_i1",444,169,258,141,116,82.27,7e-87,92.2,0.686390532544379,"ko:K12165"
"cqu:CpipJ_CPIJ014541","B0X5E3","TRINITY_DN9241_c0_g1_i1",1223,241,322,232,152,65.52,4e-107,80.6,0.630705394190871,"ko:K00939"
"cqu:CpipJ_CPIJ018275","B0XFT7","TRINITY_DN7723_c0_g1_i1",1067,328,420,328,191,58.23,6e-145,76.52,0.582317073170732,"ko:K03246"
"cqu:CpipJ_CPIJ018275","B0XFT7","TRINITY_DN7723_c0_g2_i1",1067,328,420,328,191,58.23,6e-145,76.52,0.582317073170732,"ko:K03246"
"cqu:CpipJ_CPIJ018457","B0XFT7","TRINITY_DN7723_c0_g1_i1",1067,328,420,328,191,58.23,6e-145,76.52,0.582317073170732,"ko:K03246"
"cqu:CpipJ_CPIJ018457","B0XFT7","TRINITY_DN7723_c0_g2_i1",1067,328,420,328,191,58.23,6e-145,76.52,0.582317073170732,"ko:K03246"
"cre:CHLREDRAFT_100020","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_100611","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_100662","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_105734","P25387","TRINITY_DN9544_c0_g1_i1",1092,318,456,315,224,71.11,3e-159,80.63,0.70440251572327,"ko:K14753"
"cre:CHLREDRAFT_106054","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_107113","P50567","TRINITY_DN8250_c0_g1_i1",2036,129,164,120,85,70.83,3e-46,80.83,0.65891472868217,"ko:K11251"
"cre:CHLREDRAFT_107113","P50567","TRINITY_DN25720_c0_g1_i1",575,129,173,119,83,69.75,2e-53,83.19,0.643410852713178,"ko:K11251"
"cre:CHLREDRAFT_107113","P50567","TRINITY_DN7867_c0_g1_i1",824,129,174,104,86,82.69,1e-52,92.31,0.666666666666667,"ko:K11251"
"cre:CHLREDRAFT_110341","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_112470","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_112559","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_112822","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_114706","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_115475","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_121757","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_121805","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_121845","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_123650","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_124889","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_128309","P49213","TRINITY_DN13571_c0_g1_i1",205,99,88.2,68,50,73.53,1e-22,85.29,0.505050505050505,"ko:K02929"
"cre:CHLREDRAFT_128309","P49213","TRINITY_DN8062_c0_g2_i1",374,99,104,64,50,78.12,4e-28,89.06,0.505050505050505,"ko:K02929"
"cre:CHLREDRAFT_128309","P49213","TRINITY_DN8062_c0_g3_i1",501,99,150,99,74,74.75,3e-45,86.87,0.747474747474748,"ko:K02929"
"cre:CHLREDRAFT_128309","P49213","TRINITY_DN8062_c0_g1_i1",501,99,150,99,74,74.75,3e-45,86.87,0.747474747474748,"ko:K02929"
"cre:CHLREDRAFT_128523","P09204","TRINITY_DN9128_c0_g1_i2",992,451,529,299,252,84.28,0,94.98,0.558758314855876,"ko:K07374"
"cre:CHLREDRAFT_128523","P09204","TRINITY_DN9655_c0_g5_i7",856,451,494,282,232,82.27,1e-173,95.04,0.514412416851441,"ko:K07374"
"cre:CHLREDRAFT_129868","P04690","TRINITY_DN1082_c0_g1_i1",1307,443,763,411,371,90.27,0,96.35,0.837471783295711,"ko:K07375"
"cre:CHLREDRAFT_129868","P04690","TRINITY_DN8706_c0_g1_i1",1473,443,800,430,388,90.23,0,96.51,0.875846501128668,"ko:K07375"
"cre:CHLREDRAFT_129876","P04690","TRINITY_DN8706_c0_g1_i1",1473,443,800,430,388,90.23,0,96.51,0.875846501128668,"ko:K07375"
"cre:CHLREDRAFT_129876","P04690","TRINITY_DN1082_c0_g1_i1",1307,443,763,411,371,90.27,0,96.35,0.837471783295711,"ko:K07375"
"cre:CHLREDRAFT_133971","Q42688","TRINITY_DN9431_c1_g1_i1",1769,382,400,354,201,56.78,5e-133,67.51,0.526178010471204,"ko:K01915"
"cre:CHLREDRAFT_144564","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_167163","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_167195","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_168484","A8HS48","TRINITY_DN9087_c0_g1_i1",847,259,313,230,164,71.3,4e-105,84.78,0.633204633204633,"ko:K02984"
"cre:CHLREDRAFT_176233","P15451","TRINITY_DN8950_c0_g1_i1",778,112,157,107,72,67.29,1e-46,78.5,0.642857142857143,"ko:K08738"
"cre:CHLREDRAFT_181346","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_182408","A8HYU5","TRINITY_DN9562_c0_g1_i1",1944,390,454,384,236,61.46,4e-153,78.39,0.605128205128205,"ko:K00789"
"cre:CHLREDRAFT_185967","P52908","TRINITY_DN9134_c0_g2_i1",1371,259,264,242,139,57.44,1e-83,71.9,0.536679536679537,"ko:K06630"
"cre:CHLREDRAFT_185967","P52908","TRINITY_DN9134_c0_g2_i2",1053,259,258,240,139,57.92,1e-82,71.25,0.536679536679537,"ko:K06630"
"cre:CHLREDRAFT_185967","P52908","TRINITY_DN9134_c0_g1_i2",1061,259,237,245,141,57.55,3e-74,71.84,0.544401544401544,"ko:K06630"
"cre:CHLREDRAFT_185967","P52908","TRINITY_DN8511_c0_g1_i1",1212,259,271,241,146,60.58,5e-87,72.61,0.563706563706564,"ko:K06630"
"cre:CHLREDRAFT_185967","P52908","TRINITY_DN7767_c0_g1_i1",1496,259,290,249,159,63.86,3e-93,75.1,0.613899613899614,"ko:K06630"
"cre:CHLREDRAFT_185967","P52908","TRINITY_DN9134_c0_g1_i3",1339,259,237,245,141,57.55,4e-73,71.84,0.544401544401544,"ko:K06630"
"cre:CHLREDRAFT_186023","P09204","TRINITY_DN9128_c0_g1_i2",992,451,529,299,252,84.28,0,94.98,0.558758314855876,"ko:K07374"
"cre:CHLREDRAFT_186023","P09204","TRINITY_DN9655_c0_g5_i7",856,451,494,282,232,82.27,1e-173,95.04,0.514412416851441,"ko:K07374"
"cre:CHLREDRAFT_186669","Q9XHH2","TRINITY_DN16198_c0_g1_i1",629,198,151,183,104,56.83,6e-44,71.04,0.525252525252525,"ko:K10411"
"cre:CHLREDRAFT_187","P50567","TRINITY_DN25720_c0_g1_i1",575,129,173,119,83,69.75,2e-53,83.19,0.643410852713178,"ko:K11251"
"cre:CHLREDRAFT_187","P50567","TRINITY_DN8250_c0_g1_i1",2036,129,164,120,85,70.83,3e-46,80.83,0.65891472868217,"ko:K11251"
"cre:CHLREDRAFT_187","P50567","TRINITY_DN7867_c0_g1_i1",824,129,174,104,86,82.69,1e-52,92.31,0.666666666666667,"ko:K11251"
"cre:CHLREDRAFT_188144","P04352","TRINITY_DN9426_c0_g1_i1",1224,163,272,146,132,90.41,1e-88,98.63,0.809815950920245,"ko:K02183"
"cre:CHLREDRAFT_188144","P04352","TRINITY_DN9151_c0_g1_i1",1101,163,205,146,98,67.12,5e-63,84.25,0.601226993865031,"ko:K02183"
"cre:CHLREDRAFT_194837","Q39580","TRINITY_DN8070_c0_g1_i4",755,91,169,85,77,90.59,1e-51,98.82,0.846153846153846,"ko:K10418"
"cre:CHLREDRAFT_194837","Q39580","TRINITY_DN8070_c0_g1_i1",751,91,168,85,76,89.41,2e-51,98.82,0.835164835164835,"ko:K10418"
"cre:CHLREDRAFT_194837","Q39580","TRINITY_DN8070_c0_g1_i2",612,91,168,85,76,89.41,5e-52,98.82,0.835164835164835,"ko:K10418"
"cre:CHLREDRAFT_194837","Q39580","TRINITY_DN8070_c0_g1_i3",616,91,169,85,77,90.59,3e-52,98.82,0.846153846153846,"ko:K10418"
"cre:CHLREDRAFT_195519","Q39572","TRINITY_DN9575_c3_g1_i1",1627,216,319,213,162,76.06,2e-104,83.57,0.75,"ko:K07904"
"cre:CHLREDRAFT_195521","Q39573","TRINITY_DN9451_c0_g1_i1",1536,206,282,209,140,66.99,1e-90,77.99,0.679611650485437,"ko:K07897"
"cre:CHLREDRAFT_195594","P0CH11","TRINITY_DN8993_c1_g1_i10",624,128,151,77,73,94.81,9e-45,97.4,0.5703125,"ko:K02927"
"cre:CHLREDRAFT_195594","P0CH11","TRINITY_DN8993_c1_g1_i5",583,128,150,76,73,96.05,2e-44,97.37,0.5703125,"ko:K02927"
"cre:CHLREDRAFT_195594","P0CH11","TRINITY_DN2123_c0_g2_i1",479,128,152,77,72,93.51,1e-45,100,0.5625,"ko:K02927"
"cre:CHLREDRAFT_195594","P0CH11","TRINITY_DN937_c0_g1_i1",675,128,150,76,74,97.37,2e-44,98.68,0.578125,"ko:K02927"
"cre:CHLREDRAFT_195594","P0CH11","TRINITY_DN8993_c1_g1_i4",527,128,151,77,73,94.81,3e-45,97.4,0.5703125,"ko:K02927"
"cre:CHLREDRAFT_195594","P0CH11","TRINITY_DN2123_c0_g1_i1",300,128,152,77,72,93.51,1e-46,100,0.5625,"ko:K02927"
"cre:CHLREDRAFT_195594","P0CH11","TRINITY_DN2123_c0_g2_i1",479,128,152,77,72,93.51,1e-45,100,0.5625,"ko:K02927"
"cre:CHLREDRAFT_195594","P0CH11","TRINITY_DN8268_c0_g1_i1",465,128,233,123,110,89.43,2e-77,94.31,0.859375,"ko:K02927"
"cre:CHLREDRAFT_195594","P0CH11","TRINITY_DN8993_c1_g1_i11",474,128,151,77,73,94.81,2e-45,97.4,0.5703125,"ko:K02927"
"cre:CHLREDRAFT_195594","P0CH11","TRINITY_DN8993_c1_g1_i2",371,128,151,77,73,94.81,4e-46,97.4,0.5703125,"ko:K02927"
"cre:CHLREDRAFT_195594","P0CH11","TRINITY_DN8993_c1_g1_i10",624,128,151,77,73,94.81,9e-45,97.4,0.5703125,"ko:K02927"
"cre:CHLREDRAFT_195751","Q94EY2","TRINITY_DN19319_c0_g1_i1",339,96,148,88,69,78.41,2e-45,88.64,0.71875,"ko:K12162"
"cre:CHLREDRAFT_196520","P27080","TRINITY_DN5342_c0_g2_i1",1506,308,355,289,195,67.47,1e-117,80.28,0.633116883116883,"ko:K05863"
"cre:CHLREDRAFT_196520","P27080","TRINITY_DN19535_c0_g1_i1",1021,308,381,297,197,66.33,3e-130,80.13,0.63961038961039,"ko:K05863"
"cre:CHLREDRAFT_24344","P46295","TRINITY_DN9071_c0_g1_i2",535,153,216,142,120,84.51,3e-70,92.25,0.784313725490196,"ko:K02955"
"cre:CHLREDRAFT_24344","P46295","TRINITY_DN9071_c0_g1_i1",535,153,216,142,120,84.51,3e-70,92.25,0.784313725490196,"ko:K02955"
"cre:CHLREDRAFT_24392","P53498","TRINITY_DN9513_c2_g1_i1",717,377,425,216,204,94.44,4e-148,97.22,0.541114058355438,"ko:K10355"
"cre:CHLREDRAFT_246","P50567","TRINITY_DN8250_c0_g1_i1",2036,129,164,120,85,70.83,3e-46,80.83,0.65891472868217,"ko:K11251"
"cre:CHLREDRAFT_246","P50567","TRINITY_DN7867_c0_g1_i1",824,129,174,104,86,82.69,1e-52,92.31,0.666666666666667,"ko:K11251"
"cre:CHLREDRAFT_246","P50567","TRINITY_DN25720_c0_g1_i1",575,129,173,119,83,69.75,2e-53,83.19,0.643410852713178,"ko:K11251"
"cre:CHLREDRAFT_248","P50567","TRINITY_DN7867_c0_g1_i1",824,129,174,104,86,82.69,1e-52,92.31,0.666666666666667,"ko:K11251"
"cre:CHLREDRAFT_248","P50567","TRINITY_DN8250_c0_g1_i1",2036,129,164,120,85,70.83,3e-46,80.83,0.65891472868217,"ko:K11251"
"cre:CHLREDRAFT_248","P50567","TRINITY_DN25720_c0_g1_i1",575,129,173,119,83,69.75,2e-53,83.19,0.643410852713178,"ko:K11251"
"cre:CHLREDRAFT_579","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_60490","Q39571","TRINITY_DN8731_c0_g2_i1",1165,203,215,162,103,63.58,3e-66,80.86,0.507389162561576,"ko:K07874"
"cre:CHLREDRAFT_60490","Q39571","TRINITY_DN8530_c0_g1_i1",2016,203,225,199,104,52.26,2e-67,72.36,0.512315270935961,"ko:K07874"
"cre:CHLREDRAFT_60490","Q39571","TRINITY_DN8231_c0_g1_i2",1487,203,333,173,157,90.75,2e-110,95.95,0.773399014778325,"ko:K07874"
"cre:CHLREDRAFT_60490","Q39571","TRINITY_DN8231_c0_g1_i1",1515,203,333,173,157,90.75,2e-110,95.95,0.773399014778325,"ko:K07874"
"cre:CHLREDRAFT_645","P50567","TRINITY_DN7867_c0_g1_i1",824,129,174,104,86,82.69,1e-52,92.31,0.666666666666667,"ko:K11251"
"cre:CHLREDRAFT_645","P50567","TRINITY_DN25720_c0_g1_i1",575,129,173,119,83,69.75,2e-53,83.19,0.643410852713178,"ko:K11251"
"cre:CHLREDRAFT_645","P50567","TRINITY_DN8250_c0_g1_i1",2036,129,164,120,85,70.83,3e-46,80.83,0.65891472868217,"ko:K11251"
"cre:CHLREDRAFT_647","P50567","TRINITY_DN8250_c0_g1_i1",2036,129,164,120,85,70.83,3e-46,80.83,0.65891472868217,"ko:K11251"
"cre:CHLREDRAFT_647","P50567","TRINITY_DN7867_c0_g1_i1",824,129,174,104,86,82.69,1e-52,92.31,0.666666666666667,"ko:K11251"
"cre:CHLREDRAFT_647","P50567","TRINITY_DN25720_c0_g1_i1",575,129,173,119,83,69.75,2e-53,83.19,0.643410852713178,"ko:K11251"
"cre:CHLREDRAFT_653","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_655","P50567","TRINITY_DN7867_c0_g1_i1",824,129,174,104,86,82.69,1e-52,92.31,0.666666666666667,"ko:K11251"
"cre:CHLREDRAFT_655","P50567","TRINITY_DN8250_c0_g1_i1",2036,129,164,120,85,70.83,3e-46,80.83,0.65891472868217,"ko:K11251"
"cre:CHLREDRAFT_655","P50567","TRINITY_DN25720_c0_g1_i1",575,129,173,119,83,69.75,2e-53,83.19,0.643410852713178,"ko:K11251"
"cre:CHLREDRAFT_78109","P45841","TRINITY_DN6099_c0_g1_i1",424,116,129,105,61,58.1,2e-37,75.24,0.525862068965517,"ko:K02910"
"cre:CHLREDRAFT_78348","P38482","TRINITY_DN9596_c0_g1_i1",1802,574,689,455,356,78.24,0,87.03,0.620209059233449,"ko:K02133"
"cre:CHLREDRAFT_793","P50567","TRINITY_DN8250_c0_g1_i1",2036,129,164,120,85,70.83,3e-46,80.83,0.65891472868217,"ko:K11251"
"cre:CHLREDRAFT_793","P50567","TRINITY_DN25720_c0_g1_i1",575,129,173,119,83,69.75,2e-53,83.19,0.643410852713178,"ko:K11251"
"cre:CHLREDRAFT_793","P50567","TRINITY_DN7867_c0_g1_i1",824,129,174,104,86,82.69,1e-52,92.31,0.666666666666667,"ko:K11251"
"cre:CHLREDRAFT_800","P50567","TRINITY_DN25720_c0_g1_i1",575,129,173,119,83,69.75,2e-53,83.19,0.643410852713178,"ko:K11251"
"cre:CHLREDRAFT_800","P50567","TRINITY_DN8250_c0_g1_i1",2036,129,164,120,85,70.83,3e-46,80.83,0.65891472868217,"ko:K11251"
"cre:CHLREDRAFT_800","P50567","TRINITY_DN7867_c0_g1_i1",824,129,174,104,86,82.69,1e-52,92.31,0.666666666666667,"ko:K11251"
"cre:CHLREDRAFT_872","P50567","TRINITY_DN25720_c0_g1_i1",575,129,173,119,83,69.75,2e-53,83.19,0.643410852713178,"ko:K11251"
"cre:CHLREDRAFT_872","P50567","TRINITY_DN7867_c0_g1_i1",824,129,174,104,86,82.69,1e-52,92.31,0.666666666666667,"ko:K11251"
"cre:CHLREDRAFT_872","P50567","TRINITY_DN8250_c0_g1_i1",2036,129,164,120,85,70.83,3e-46,80.83,0.65891472868217,"ko:K11251"
"cre:CHLREDRAFT_97581","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_97613","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_97616","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_97647","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_97742","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_98022","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_98181","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
"cre:CHLREDRAFT_99975","P50566","TRINITY_DN579_c0_g1_i1",718,103,157,82,77,93.9,6e-47,97.56,0.747572815533981,"ko:K11254"
